@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"finestra nova nouvel rss mouthshut comment review fentr ","ecommerc shop forum answer indian fun blog consum product commun import india mouthshut review ",403010
"model tool cycl net/ net lca free life page econom assess analysi internet ","energi resourc life sustain refer tool environ cycl assess educ activ lca ",703200
"farm project hors psycholog behavior equin ","hors ",800520
"artifici psy link tool intellig uk/ inst applic enterpris page univers departamento aiai institut site universidad uva appl main edinburgh approach html inteligencia viewer ","edinburgh univers theori nlp research scienc ",906014
"mountain peak februari cours visit challeng travel usa king spring kid banker realtor homepag level page slope coldwel trail snow report golf resort offici mogul killington pico bear ski site annual feet thi sinc vermont parti ","snowboard ski outdoor sport hobbi resort vermont travel killington ",600020
"market canadian exampl commerci blog awfulcommerci ","funni advertis movi humor commerci fun blog media video ",400000
"ski strana forecast global click cart germani page hlavn snow map ","snowboard ski forecast snow servic report sport travel meteo ",703200
"stori jewish arab green paper spare israel soon baltimor time advocaci read sourc ","baltimor jewish ",704310
"depart honor manag click visit beta org nation homepag gamma page sigma offic societi busi intern administr colleg central org/ ","busi alumni ",704310
"stori christian youth saint short author free articl book fiction ann bradshaw latterdai ","read ",400000
"site acp american societi map org colleg internet physician org/ endocrin ","acp guidelin refer organ associ profession medicin health scienc medic ",621000
"","paper ",805301
"site babi ","babi ",800520
"restaur onlin natur travel blog vegdin guid vegan dine veg food vegetarian rest com/ ","vegan restaur food vegetarian travel ",704310
"site kim subscrib mondo rockit fun scientist thi spot finyl record gimmi stuff vinyl secret ","flash toi retro entertain blog vintag refer funni popcultur humor nostalgia cool histori cultur comic art advertis game fun imag ephemera packag inspir design illustr ",704310
"bobmarlei site bob marlei click visit bobbi bbc homepag jone grand alpha offici com/ jami ","music bobmarlei musica jamaica bob marlei radio musician import offici artist regga ",400000
"","candi ",800520
"suni heilman carl vision adirondack photo photographi plattsburgh ","photograph galleri photo ",800520
"spec spot ","spec advertis commun movi humor entertain commerci video spot ",400000
"andrew ancient royal club golf org forsiden ","rule sport golf import ",600020
"site oasi gallagh visit raquo officiel kiss homepag chocolat noel artist com/ rdio ","music musica band oasi masica rock import entertain artist ",400000
"snowboard buffalo girl school park osiri pronounc rage shoe zumiez ","skate shop cloth ",800520
"inicio salsapow msica correspond estilo salsa memphi cubana power informacin offici fuent internet directorio mejor sobr ","music danc salsa cuba ",400000
"ski site glenn org glen mud mad resort vermont citi river ","ski mountain vermont telemark ",600020
"corp fatigu mscsoftwar page metal search http// msc site softwar startseit post compani main product adam zur zuruck corpor com/ ","softwar simul fea import design ",703200
"shop disclaim seal continu batteri ","batteri ",800520
"abc underwear abcunderwear ebai list com/ seller ","underwear ropa ",800520
"site index post marketingjob favorit job net resum info classifi poland market search email univers tacoma com/ friend ","market search jobsearch career busi job ",805301
"product ","music guitar ",400000
"simpl structur space spheric homepag page truth motion scienc youtub index metaphys matter physic beginn evelyn stand philosophi theori theologi realiti ","geek god spiritu metaphys physic mathemat health research evolut religion math refer conscious philosophi book cosmolog theori import educ toread theologi realiti quot scienc ",704310
"inform resourc heart defect commun congenit ","heart ",621000
"site diet loss collin ann com/ ","loss diet commun health ",800520
"utaza page scuba yellow com/ ","scuba sport ",1051780
"port harbor trade smithsonian strateg org escap free resourc fred union rand offici ford site allianc russel visitor thi angel unit articl nurseri properti tour magner pacif ","port ",805301
"registri org porsch squidootrad org/ ","porsch ",1051780
"phenomena associ spirit maryland paranorm ghost ","paranorm ",704310
"music iceland free homepag school guitar sheet ","music musica guitarra masica learn import guitar classic ",400000
"toast perfect ","toast ",805301
"georg encyclopedia inform martial directori art http// com/ usadojo ","martialart ",600020
"net/ ","haiku refer japanes literatur poetri languag classic grammar ",400000
"person gener languag visit templ bring tots ciel instant roleplai black video gai asst shoji attract goal magic sophia flare shin artifici dungeon ocean grei contact usa romanc electron hair scienc trigger ball nietzsch green matrix compos star robot holocaust technolog singular exhibit bass sentinel simon vigil cartoon aol dragon intellig kurzweil luna creativ chrono band homepag height basic gather dark friendship card scream rowl dai inform acceler email dan fountain comput tolkien trade japanes steven hacker evolut super author dir rule drum music film locat manag xenosaga sea game thi human misc messeng rai orient book plai occup brown bibsonomi ","cool geek cultur forum polit fun blog tech howto info inform secur anarchi hack refer commun humor dii drug ",704310
"energi thermal star fixtur led consider power driver sourc effici light design ","shop led electron art star hardwar fabric dii light ",805301
"directori page biodivers explor ","biodivers ",400000
"awai directori var servic variabl travel org usa function info document page extern faxawai spacer fax section guid ref email item intern premier match com/ ","solut cool resourc phone free fax email onlin tool servic busi internet ",906014
"magazin com/ ","moda fashion style art lifestyl revista magazin blog photographi ",400000
"handmad oliv natur learn soap org raquo bar oil ","soap ",800520
"car forum bed breakfast engin travel rental usa kid guid accommod fly search page intern hotel com/ ","child plane airplan fly vacat children babi travel tip kid ",1051780
"cover edit hard ","shop book ",800520
"themen natur download produktsuch center homepag melden login laser arm option avail cast compar ghz accessori stage vacuum aktuel stabil imc focu mount broadband nik ","photon compani laser optic ",805301
"","music christian ",400000
"solobasket solo slo basket ","solobasket deport basket basketbal ",600020
"machin candi ","vend ",805301
"site seed visit museum pack jardin artist garden gourmet ","garden ",800520
"stori person govern governor entertain officiel arnold schwarzenegg cover partner offici california forsa hollywood flokkar titleskemmtivefur blogger fab adsens com/ internet gov sehr forum click coast kevin patriot vefir sociaal site arni byron skemmtivefur entrepreneur termin rssfeed chandler recomendado msnbc ","schwarzenegg govern career polit ",400000
"homepag commun org ","author resourc forum support social articl book job commun ",400000
"scott forum click visit satellit gui homepag satellitegui gov ","dish forum dvb fta technolog satellit network inform hack televis electron hdtv broadband import dii hometheat media directv dishnetwork ",403010
"net ","joke ",1051780
"reason creat outfit purpos team artmamnet ","hockei jersei ",800520
