@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"site magazine broken personal verbatim click language quarterly ","literature learning blog reference blogs journal magazine languages periodicals magazines language english linguistics ",400000
"update reviews phone send save arts news olimpico pages business info city center paul guidelines minneapolis target comment com/ user review yahoo ","minneapolis events ",400000
"degli naar lista terug agent homepage hunter zoeken directory spider com/ ","seo searchengines ",906014
"phone technology news external link org calls internetnews stories page email netphone com/ campus ","phone technology voip phones ",906014
"music prof composers beautiful supports beauty express ","photos music girls art photography ",400000
"life california college pacific edu bible ","",704310
"direct gas information finnish beer franchise advice franchising ","franchise ",805301
"","trailer camping popup reference ",1051780
"smelly stuff page smells people ","nyc ",800520
"rolling inline click liz skating com/ miller millers ","skate inline skating ",800520
"favorite net yft ","journal networking social goth community punk pdx blog blogs ",704310
"","yoga ",704310
"site dell support bay inspiron tuxmobil latitude com/ ","dell hardware laptop howto info ",906014
"site systems hall national express enterprises xpress company com/ logistics ","trucking ",805301
"accredited marie hypnosis childbirth nest enhanced hypnobirthing homepage institute method natural ","childbirth baby hypnobirthing health natural ",621000
"","drums ",800520
"news geospatial gis user homepage lbs gisuser ","jobs employment technology mapping blog imported magazine software geography cad map gps geo news geospatial portal community gis geografia maps lbs sig ",703200
"cheeses french ","food france cheese ",1051780
"tutor sports tennis com/ ","tennis ",800520
"powered bay directory people ratings ","auction shop tool spelling imported searchengine tools search money useful ebay shopping cheap filter ",906014
"murray pages consultant sources doctor online ear practice family ears cloud throat healing com/ nose advice ","sinusitis health ent allergy ",621000
"gotham noticias letter comic quiz newsarama comics ","geek books reviews forum comicbooks news comic movies art community safariexport fun blog daily reference imported entertainment blogs magazine marvel book comics ",400000
"hear originally bagatellen program bloggers ","film music reviews avant news art jazz movies zines blog noise blogs magazine free sound improv ",400000
"fax click gardens visit printer homepage copier kits herb supplies ","cool kits herbs herb food gardening cooking shopping garden kit ",800520
"ham site information source page radio dot ","ham ",1051780
"steve cat catnip pet com/ video ","cats animals video ",800520
"source knightley org keira ","celebrity celeb knightley ",400000
"james champion index page dan silver com/ main ","egovernment government toread blog internet reference design business accessibility ",400000
"nolan sports college nec usa ","basketball college ",600020
"site pebble resorts links beach properties travel pebblebeach company current golf com/ lodge ","pebblebeach golf travel hotel ",600020
"page tips ","update information support technology links security tech reference microsoft software tools utility article useful tips ",906014
"","shop phone bluetooth hardware gadgets nokia shopping mobile ",906014
"berry newsletter plants goji nursery live ","goji ",800520
"reigns gordon news green international ignorance liddy dave org online life infos peace lot radio greenpeace org/ ","ngo news green activism enviroment international ambiente medio science politics organization environment nature greenpeace naturaleza ",704310
