@relation docs

@attribute inlink string
@attribute class string


@data
"blogger hear bagatellen program origin promis favour ",400000
"fax click visit suppli printer copier homepag nick herb garden kit ",800520
"ham site inform page radio sourc dot ",1051780
"steve cat catnip pet com/ video ",800520
"everyth sourc knightlei org keira ",400000
"champion index appear jame page dan silver com/ main ",400000
"nolan sport nec colleg usa todai ",600020
"site pebbl lodg compani link beach travel pebblebeach current golf resort properti com/ claimant ",600020
"page tip ",906014
"",906014
"plant berri newslett goji nurseri live ",800520
"ignor gordon onlin green reign dave org peac info life intern lot radio liddi greenpeac org/ ",704310
"nexu homepag paladin visit dragonl com/ ",513000
"anonym alohol ",400000
"site atla music lawrenc seri folk eqmag select compani travel guitarplay musicplay breedlov bassplay guitar keyboardmag passport com/ ",400000
"short person support org org/ ",704310
"share reader dalton item laquo jennif jefftimesten googl ",400000
"uk/ net/ org raquo foundat child financ homepag univers indonesia vnunet font larger job nonstop illeg content pornographi corpor linx com/ internet ",704310
"site coven diamond offici org king org/ fate ",400000
"save carnival dust shake click org ",400000
"fake ",800520
"site market email doctor ",805301
"crf credit org foundat research ",805301
"law headlin directori favorit yft paradox busi dogood com/ quot quotth brief mondaq pathfind ",805301
"aero bar ",800520
"london chuck macintosh mac user ",906014
"direct affair philippin depart dept passport foreign gov dfa ",704310
"chess ",513000
"recip parti ",403010
"homepag pet mag fido friendli travel magazin ",1051780
"spy camera pinhol ",400000
"site creat physic onlin raquo lab ndash erik simul page java fabric com/ neumann myphysicslab yahoo bibsonomi ",703200
"demo govern integr servic verio visit download nyc scalabl tip reli resel sky page search busi custom holidai compani job learn provid sale acceler commun view abandon internet todai convers insight commerci enterpris consum econom domain serv develop testdriv site softwar robust buydomain manag firm premium brite list offer linux employ product secur intervoic listmanag proliant brows base sim night server reduc staf channel success sampl bibsonomi ",906014
"glacier bai boat catamaran info main ",805301
"christian connect page ",704310
"site tomorrow queen link hous pai guid field page merritt attent offici cuisin magnet riversid ",400000
"cool forum submit gadget blog notic stuntdubl steve ",906014
"conseil ca/ canada adopt click legisl media council acc ladopt ",403010
"music resourc page directori catalog societi librari theori log thi smt ",400000
"shop muscl kansa center resourc beer blvd question donjohnston site boulevard heart hometown onlin furnitur transplant disabl experi offic commun healthcar vitamin citi com/ tour ",800520
"espn link amateur org usga junior unit augsburg girl associ golf partner colleg org/ ",600020
"anim frame magazin ",400000
"laguna american tool ",800520
"signag restaur govern travel research atmmarketplac atm digit page marketplac healthcar kiosk todai financi retail ",805301
"site vicki pressur recip cooker ",403010
"center nader safeti ralph recal occup auto health org automot ",403010
"shop boutiqu sarcasm doonei radok bourk homepag fresh serv dooneybourk corpor daili com/ celebr burk ",800520
"upstat org foundat center lluahsc patient associ univers american care fetal medicin cpf palat smile scienc franci liber suni assoc famili onlin art librari inform harvard cleft palatecraniofaci org/ medic ",621000
"bowl tournament result index msn ani directori alltheweb nation naqt inform resourc academ page quiz busi googl internet yahoo ",704310
"cellular page nutrit ",621000
"direct connect onlin link boundri polici cano inform minnesota accommod privaci trip boundari countri ",600020
"retro rebel ",800520
"mani resourc koran quran commentari uk/ holi translat org english internet ",704310
"cake box pink blog pastri ",403010
"nobl idea gift smith ",800520
"decreas visit dave vbavb flow free time search refer event effici trick video subtot runtim cell builder qualiti statist databas digit project disabl multi lot view timesheet sort data run date pivot loop slide gold sheet site softwar technic messag excel n/a base chart percentag toolbar templat tool rsc download round close homepag busi nth modul control index text ani outlook creat onlin flicker select finder code spreadsheet email valid result model forum tester set sum automat creator vba displai manag depend nest track edit handl color replac pro suit chang recoveri assign govern lower barcod ozgrid test tag variabl tab specialcel highlight lookup corrupt tip draw tutori macro file rang consolid import spc refresh fuzzi limit screen numer menu calcul remov onli prevent vbulletin row record advanc month duplic auto delet cut/copi xlformula correspond link click protect applic dollar migrat post criteria privat addin access stat process textbox product folder sql mechan tabl attach item exampl method design lifetim hawlei send save count employe type password function bold safari hyperlink train proper head everi custom sensit scroll font format statement updat intersect diagram com/ compar scale scope onc schedul convert add microsoft upper rule exist condit error list analyz print autocad agre address book featur smart changer formula ",906014
"missionari uk/ visit polit org council race london mission page societi gender insid creed ",704310
"indianapoli organ survivor sea uss org ",704310
"tutori resourc free technic page train comput educ com/ intelligentedu ",906014
"accessori pump com/ ",800520
"crib organ var tool siteshanna campaign complet ",704310
"bike mountain page associ bicycl offroad popular dalla road ",600020
"hedg eagl goldeagl page gold fund com/ ",805301
"inform oncolog network cancer huntington ",621000
"centr cascad clinic famili titl choic cedar health org empti center field plan healthcar pinki feminist river org/ ",621000
"trade ",805301
"product friend ",906014
"homepag albani org run exchang ",600020
"amx mod offici org/ ",513000
"softwar black ",906014
"methamphetamin addict crystal recoveri ",621000
"museu aqui muse fundacion dali org foundat inizio gala fund fondat inicio dal museum fundaci marquez salvador org/ ",400000
"homepag paper proof ",800520
"site resourc mysteri page crime intut fiction classic ",400000
"feel directori surfpuls surf puls ",600020
"googl com/ ",800520
"profession mike adapt abil technolog info inform independ disabl student univers layout canadian com/ institut displai chapman live ",704310
"homepag ",513000
"splash servic natur click astrolog chines fate numerolog love charleston resourc meter palmistri page bath beauti horoscop clock onlin death indian veri sale carolina bomb south soap salt ",704310
"press uk/ equal tran org peopl chang campaign respect squidootrad ",704310
"tutori comput hardwar net note ",906014
"corpor net industri turbin ",805301
"bear ski mountain california goto snowmobil rental snowbomb page email vallei resort friend ",600020
"universidad directori facultad amphibian underworld org autonoma ciencia cientifica inform resourc leon nuevo live ",703200
"",906014
"post sport team phoenix resum marshal advic ",805301
"bui ",403010
"site riverwalk jazz land click org jim band jone page program radio jami org/ river live collect ",400000
"dnew novic hardwar analysi net zadnj ",906014
"phone link lien ver blog electron tuxmobil enlac site sitio hemsida mobil onlin global till para svt lge dnew intern ",805301
"dave pond doctor ",403010
"faith network ",906014
"val loffic informati super homepag von grand page strnka offici voir site valdiser tourism rosier tourist zur skipass larg offic vodn com/ ",600020
"metal metalworld menu main ",805301
"journal clipart awesom com/ kid ",906014
"law suprem morri catalog onlin court award edu/ avail ala alabama copi announc justic school preview univers dee handbook edu bar exam success ",704310
"homepag katz check email food org ruth ",703200
"ancient kundalini tantra yoga teach ",704310
"coffe real post qualiti roast tea ",800520
