@relation docs

@attribute search string
@attribute inlink string
@attribute top_tag string
@attribute class string


@data
"aba shop com store cabl disk lcd desktop dock mous center compact drive ipod laptop card expand philip presario laser repair head cartridg kit floppi control overstock refurbish transfer monitor onlin appl sale digit http inkjet remot comput shopping epp cheap media accessori laserjet paper headphon line storefront packard usb adapt compaq extern backpack toner lap ipaq displai mini direct blank plasma purchas camera edit pavilion sport you photo printer print nike flight notebook bluetooth pavillion televis stand offic base special bui photosmart ","guid shop onlin packard bui printer ","shop ",906014
"shell specialist virus hacker copi microsoft mirror free kit freewar softwar histori certif solari remov registri code past elimin editor secur ftp prompt util malwar ","softwar page slightli societi sourc educ ","opensourc program ",906014
"post galleri cole dylan bathroom design ","share com reader neck item cgchannel jefftimesten http// googl engl channel ","softwar film anim forum graphic portal art maya imag digit tutori new galleri commun import magazin video design illustr ",906014
"hors pogo fish desktop pirat kid salon time free roommat search florida role instant video clone databas digit editor magic pocket cleaner stadium stephani air view powerpoint mutant gif rington truck mac splinter limewir sherlock transpar midi toilet sync irfanview manga loop map trial boch screensav softwar bear tone militari lincoln fantasi hazard sidekick fruiti spangl sip spiderman background casino debut percentag studio player client aol tool elvi stone boi kong bikini kei doctor software basic rocket pda earnhardt bank dead tank freewar holidai motorcycl fax creat outlook onlin german fat label mcafe pictur machin bodi codi basketbal internet countri ultim set rap icp unicorn rat disturb emma creator shepherd pilot name graduat spywar basebal directx coupon classic tall calendar grai music terrain mail parallel airbrush optim audio manag instal maker edit choic dominican game photo idl bon shed secur gatewai ram bot michael royal planner destini java box spysweep viewer growth cup demo memori gener spy score cycl diablo doom betti yanke ticket byte button unoffici addict frequenc movi screen preslei menstrual heart sox mobil triniti aslan job bad adob dowload allah geni rod dont shoot pointer css gap region virtual creation fashion zmud scape moment click chapel space protect cute build express applic clean jackson sterl corel strawberri painter holi note voip barri pressur clock dvd star sharewar nairobi spade voic jpg flight pet booster account guitar alien earth design jean mainten disk dragon rosetta garbag type roadrunn love irfan train educ credit chevi mccarthi cookbook famili environ encyclopedia hypnot dress loui mcaffe armi concept moon mario jack parakeet domino frog chess quick activ teddi super turtl naval rate easi drum driver heavi emul zip poker revolutionari pic diva starship mermaid knot print easter plai sugar cleanup airnav doo shortcak slayer copi ulead slideshow acrobat donkei ipod glider kobe monster orion cell runtim soul blood thesauru log hot split load ppc disnei spybot data desk date beta kitti caribbean babe captain cardin life american graffiti golf republ pepsi photoshop yahoo site direct geniu puppi howto showbiz alter cnn lair chart com cartoon templat album frost half cow download metal adawar calib busi care card duke chicago xmen fruit rosari msn angel palm invoic reader macromedia sound tulip ftp saver burn firewal modem destroi model explor hank land viru jukebox sun fortun child journal cad tutor cam rummi icon thong futur musicmatch shirtless alarm clie ninja articl bookkeep pro expens scan insan scam raffl flash tucow person cursor vehicl cane danc sai sailor center draw antiviru cover gui drive file solitair macintosh barcelona jenni piano jasc vinci calcul registri trek uno plum sonic celesti record simul clown start alcohol teenag shrink rachel mime citi scoobi quicktim port budget prayer anim fruityloop america directori ship engin self pail org king mcmahon version grate busch mind recur poss algebra blasphemi spear funhous speaker male theme semi lem remind delux archiv attach cloud dictionari bender sygat phone antispywar pack shot race skin chord skull casio mysteri univers power runescap imac decod horoscop font imag embed appl corso orbitron countdown porn fly program trivia comput arcad scrabbl properti brush media medic avast paper jovi ebai flame microsoft coffe affair chick girl sudoku metacaf mean snoopi slot sande detect nativ messeng multimedia organ address preciou strategi book target user scoobydoo boop ","site locat tucow com affili ","softwar app tucow tool download mac linux sharewar technolog tech free refer search comput import internet util freewar review ",906014
"hill locat clark station compani bankruptci turkei sale mart market pittsburgh email topeka fleme mini ","site market directori email page tool servic subscribermail ledet ","softwar newslett vendor tool servic track emailmarket provid ted esp project market subscript email busi rss asp enew emarket ",906014
"firefox com aol save store form manag robo download resum log password printabl discount free pictur roboform suitcas ","cool systems index com form directori gadget manag servic robo fill click visit download sharewar info system roboform forms ","softwar firefox form manag tool usb download password free secur encrypt extens privaci roboform browser comput internet util freewar ",906014
"employ ","trackmast ios/support com host simpl directori servic rightnow desk help icar easyaccesshelpdesk instant ","support servic chat helpdesk ",906014
"presario compaq ","net ","hardwar review ",906014
"pen support read usa ","site held technolog pen hand inform technologies quicklink pocket inc read ltd judaism scanner ","product dictionari scanner ",906014
"softwar menstrual inventori cycl track code lab function diari program busi valu ovul bar quickbook calendar ","product homepag inventori visit execut golden ","softwar ",906014
"model com oracl compani global manufactur deca suppli mike tripl leg avenu chain organ crandal rodger intern corpor mclane ","stori solut com ssa link www commerci visit infor jeremi inc page busi consult news baan manag california global aci job team technolog technologies marki ","softwar compani baan scm erp ",906014
"stori diaper tie fight panti blond jeff yellow kid free page virgin nake psychot heart menstrual jolli eboni vatican veronica hog russian clown cafe speculum evil celebr littl knive doren nude truck chaser flexi cannib babi minatur raven erotica tickler mami elijah uss publish forc silk male star stain sir jockstrap com count cartoon juli elven morgu artwork vagina howard fairi fetish dead tickl crash portal giantess flat camouflag fan crucifi dwarf mistress porn images nurseri magazin burn media femal car bamboo sex slave van model ultim crush haircut knight child super girl tuxedo daddi tale femin dick sissi list dant punish game adult pic erot ecard assassin amber lil moser ","home com page bruner portal net evil ","shop cultur forum link entertain fun blog photo new comedi humour countercultur funni articl import humor poe odd daili internet evil ",906014
